95	62	1
110	100	-1
110	101	1
110	102	2
105	80	1
110	103	2
110	104	1
110	105	2
54	10	1
110	106	1
54	11	2
592	546	1
110	107	1
26	1	16
54	12	1
110	108	4
26	2	18
110	109	3
54	13	4
26	3	12
105	87	1
158	195	1
26	4	18
105	88	1
26	5	11
224	223	1
105	89	1
26	6	9
529	484	1
26	7	7
54	18	1
26	8	9
26	9	13
324	230	1
64	74	1
85	13	1
85	15	1
85	16	1
23	20	97
23	21	185
23	22	288
23	23	536
23	24	8
23	25	4
23	26	4
23	27	5
23	29	2
247	219	1
554	496	1
301	258	1
110	110	4
95	75	1
126	30	1
105	92	3
363	356	1
105	94	1
54	22	1
54	23	1
540	386	1
105	96	2
105	97	1
54	25	2
105	98	2
105	99	3
54	27	2
54	29	2
324	247	1
157	141	1
133	100	0
85	27	2
133	106	1
133	108	1
157	149	1
85	29	1
108	100	-1
108	101	1
108	102	1
108	103	1
108	104	1
1902	1628	1
108	105	1
108	106	3
108	107	4
108	108	4
104	9	1
95	81	2
95	83	1
95	84	1
95	85	5
95	87	2
54	30	1
95	88	2
54	32	1
224	240	1
54	36	1
222	89	1
65	2	1
54	37	1
65	3	2
54	39	1
65	4	2
65	5	1
65	6	1
65	7	1
1490	1468	1
65	9	1
886	833	1
272	230	1
13	1	130
13	2	134
272	236	1
348	298	1
64	90	1
13	3	112
13	4	119
64	92	1
3100	2316	1
13	5	495
157	151	3
13	6	178
386	352	1
13	7	358
13	8	242
157	154	1
133	113	1
157	155	2
13	9	332
157	156	1
386	356	1
85	38	1
362	316	1
23	41	1
386	358	1
133	118	1
211	198	2
211	199	1
233	125	1
95	90	3
95	91	1
95	92	4
95	93	4
95	94	9
95	95	6
54	41	1
54	42	3
54	44	4
54	45	3
54	46	1
54	47	6
54	48	5
54	49	5
272	240	1
296	282	1
272	244	1
948	792	1
324	268	1
133	122	1
130	35	1
85	43	1
133	125	3
85	48	1
133	128	2
133	129	1
247	246	1
2352	1878	1
140	92	1
140	94	1
54	50	7
54	51	15
54	52	19
54	53	32
54	54	37
54	56	1
4	1	16938
4	2	100249
4	3	35552
4	4	150163
772	734	1
4	5	892
4	6	605
4	7	203
182	171	1
4	8	314
235	5	1
4	9	7
182	174	1
182	176	1
296	296	2
272	256	1
133	130	3
209	191	1
362	330	1
133	131	2
209	193	1
133	132	2
52	2	3
52	4	2
52	5	1
209	197	1
52	7	2
209	198	1
52	8	1
504	426	1
116	19	1
1043	1037	1
708	626	1
13	10	379
13	11	727
13	12	1284
13	13	3315
13	14	42
13	15	20
13	16	12
13	17	10
13	18	5
13	19	3
246	208	1
272	260	1
324	281	1
130	3	1
272	264	1
272	267	1
85	60	1
85	62	2
0	10	3
0	11	1
85	64	1
0	12	3
386	383	1
362	344	1
85	67	1
504	432	1
0	16	1
44	10	2
362	346	1
414	366	1
44	11	3
44	12	1
44	13	1
44	15	1
44	16	1
44	17	1
44	18	1
44	19	1
91	4	1
91	7	1
181	131	1
656	612	1
313	308	1
271	211	1
1082	860	1
54	70	1
75	10	1
75	11	1
54	74	1
75	14	1
75	15	2
75	17	1
13	20	5
13	21	4
13	22	2
13	23	1
13	24	2
13	25	1
13	28	1
109	5	1
1421	1393	1
210	179	1
272	272	1
85	72	3
414	372	1
85	74	1
85	76	4
85	77	6
44	20	2
85	78	4
85	79	4
44	21	2
44	22	2
44	23	1
116	36	1
44	25	2
504	449	1
44	26	2
44	28	3
44	29	4
313	312	1
18	1	54
18	2	81
18	3	80
18	4	71
18	5	48
18	6	180
18	7	39
18	8	73
18	9	113
156	140	1
126	93	1
147	33	1
132	100	0
132	103	1
156	145	1
147	39	1
156	147	1
132	108	1
246	220	1
13	34	1
246	226	1
107	100	-2
210	186	1
107	102	2
107	103	1
107	104	2
107	105	1
107	106	2
107	107	2
151	10	1
85	80	2
85	81	1
85	82	7
130	75	1
85	83	11
872	777	1
85	84	5
85	85	6
44	30	2
44	31	2
44	32	4
44	33	3
44	34	6
44	35	2
44	36	4
44	37	6
44	38	8
44	39	13
566	559	1
181	156	1
161	77	1
156	150	1
132	110	1
156	152	1
75	32	1
156	153	1
385	354	1
156	155	2
132	114	1
75	35	1
156	156	1
208	176	1
202	32	1
132	118	1
1282	1013	1
132	119	2
246	232	1
246	234	1
107	112	1
936	800	1
192	75	1
85	91	1
414	392	1
9	1	522
133	173	1
9	2	825
9	3	3960
9	4	839
9	5	1760
44	40	18
9	6	1171
44	41	28
9	7	1988
44	42	40
9	8	3308
44	43	43
9	9	10142
44	44	59
44	45	3
44	46	1
1342	1188	1
181	164	1
181	165	1
181	166	1
57	1	2
57	2	2
57	3	1
57	4	1
57	5	1
57	7	1
57	8	1
57	9	1
132	121	1
132	124	1
132	126	1
75	48	1
132	127	3
208	189	1
132	128	2
246	241	1
246	243	1
401	33	1
336	324	1
336	325	1
294	232	1
179	150	1
618	596	1
181	170	1
181	173	1
181	175	1
181	176	2
271	250	1
271	254	1
710	692	1
75	50	3
975	937	1
75	53	1
96	2	1
96	3	1
75	57	1
75	59	1
222	212	1
222	214	1
222	216	1
222	218	1
222	219	1
2136	1744	1
336	332	1
300	294	1
294	247	1
179	160	2
44	63	1
155	127	1
207	148	1
526	416	1
1186	1032	1
632	620	1
359	324	1
174	5	1
75	60	1
75	62	3
75	63	1
75	66	2
106	18	1
75	67	2
75	68	5
34	10	2
75	69	3
34	11	2
34	12	6
34	13	3
34	14	3
34	15	5
222	222	1
34	16	3
34	17	7
34	18	4
34	19	6
44	1	1
44	2	5
44	3	2
44	5	5
44	6	2
44	7	3
44	8	4
44	9	4
151	54	1
179	171	2
44	71	1
65	10	3
65	11	1
65	12	2
65	15	1
116	89	1
155	137	1
65	17	2
65	19	1
280	146	1
552	486	1
359	339	1
75	70	3
75	71	8
75	72	12
75	73	6
75	74	19
75	75	7
463	51	1
475	463	1
75	77	1
96	17	1
34	20	5
96	18	1
34	21	4
732	644	1
34	22	10
34	23	9
34	24	8
34	25	8
34	26	9
122	8	1
34	27	16
122	9	1
34	28	14
34	29	20
268	208	1
83	2	1
180	149	1
294	260	1
9170	7842	1
83	4	1
83	5	1
83	6	1
83	7	1
83	8	2
110	11	1
131	100	0
110	15	1
116	96	1
116	98	2
116	99	2
526	436	1
269	262	1
269	266	1
269	268	1
106	100	0
106	101	2
106	102	1
106	103	2
106	104	4
106	105	1
106	106	2
96	22	1
34	30	36
34	31	57
34	32	67
34	33	113
34	34	149
34	35	3
34	36	1
34	37	1
268	214	1
180	157	1
151	70	1
214	9	1
294	271	1
137	36	1
155	151	2
65	31	2
131	112	1
65	33	1
110	28	1
31	1	13
31	2	9
31	3	14
280	165	1
65	39	1
31	4	11
31	5	9
31	6	13
31	7	6
31	8	3
31	9	7
394	284	1
359	351	1
168	30	1
182	73	1
1132	840	1
34	41	1
154	100	0
34	44	4
778	631	1
268	220	1
268	225	1
129	100	0
180	165	1
294	280	1
294	283	1
360	310	1
129	108	1
294	284	1
110	30	1
294	288	1
294	289	1
131	121	1
7	10	71
110	35	1
131	122	1
7	11	34
207	184	1
131	123	1
65	44	2
7	12	35
7	13	12
7	14	13
131	125	2
7	15	2
65	48	1
131	127	1
207	188	1
7	16	3
131	129	1
394	290	1
502	418	1
245	244	1
245	245	1
70	2	1
70	3	2
70	4	1
70	5	1
70	6	3
70	8	1
182	85	1
449	435	1
120	91	1
120	97	1
106	57	1
96	49	1
1367	1312	1
1282	1088	1
34	58	1
1453	1313	1
180	171	1
129	110	2
180	178	2
180	179	1
137	51	1
270	248	1
129	118	1
137	55	1
412	343	1
65	50	1
384	366	1
436	386	1
65	51	2
65	52	1
131	131	1
65	54	1
65	55	2
49	1	1
65	56	2
229	116	1
49	2	2
65	57	4
49	3	2
65	58	4
49	4	2
65	59	8
49	5	1
49	6	3
49	7	2
450	408	1
49	9	1
460	332	1
223	45	1
96	58	1
383	316	1
206	138	1
178	163	1
178	166	1
178	169	1
778	654	1
268	248	1
358	316	1
129	120	3
129	121	2
270	254	1
129	123	1
631	626	1
129	126	1
129	127	2
129	128	1
129	129	3
384	375	1
65	60	4
65	61	7
131	141	1
7	30	1
65	62	12
127	8	1
65	63	13
360	339	1
65	64	10
65	65	22
110	59	1
221	215	1
335	331	1
245	265	1
616	552	1
88	3	1
88	6	1
88	9	1
1666	1445	1
127	11	1
96	66	1
178	170	3
154	130	1
178	171	1
244	200	1
178	175	2
178	177	1
268	258	1
322	286	1
270	267	1
270	268	1
270	269	1
384	380	1
24	10	22
24	11	6
24	12	37
24	13	16
24	14	29
24	15	32
24	16	24
24	17	24
24	18	38
24	19	43
460	350	1
588	586	1
311	308	1
311	309	1
106	81	1
96	71	1
36	1	3
36	2	6
36	3	9
36	4	1
96	76	2
106	88	1
36	5	7
96	77	1
36	6	1
154	140	1
36	7	4
154	141	1
55	18	2
36	8	4
55	19	2
36	9	6
154	145	1
268	260	2
268	262	1
268	265	1
219	210	1
86	10	1
219	215	2
86	11	1
86	12	1
86	13	1
219	217	1
24	20	59
1463	1352	1
360	357	1
205	100	0
24	21	95
86	19	1
24	22	151
24	23	270
24	24	482
24	25	7
110	78	1
24	26	3
24	27	3
24	28	2
428	100	0
1078	853	1
106	90	1
106	91	1
106	92	2
55	20	1
96	81	2
106	93	1
106	94	1
96	82	1
130	100	0
106	96	3
130	102	1
206	164	1
55	24	3
106	98	1
55	25	1
96	86	2
100	17	1
96	87	1
106	99	2
55	26	2
100	19	1
96	88	1
55	28	1
96	89	2
154	151	1
55	29	2
244	220	1
497	461	1
75	5	1
1136	1090	1
105	100	-2
75	8	1
105	101	2
75	9	1
105	102	2
105	103	1
105	104	3
105	105	4
254	158	1
110	81	1
137	99	1
309	302	1
24	31	3
412	388	1
24	32	1
24	33	1
177	134	1
24	35	1
24	38	1
1354	1110	1
96	90	5
55	30	1
96	91	4
96	92	3
55	31	1
55	32	1
96	93	5
96	94	5
96	95	3
55	34	1
55	35	3
96	96	5
130	115	1
55	37	1
55	38	2
55	39	1
664	578	1
244	235	1
358	354	1
334	314	1
23	1	15
23	2	23
870	782	1
23	3	23
23	4	18
1490	1140	1
23	5	16
23	6	10
23	7	12
23	8	8
110	91	3
23	9	24
24	40	1
110	93	1
86	37	1
177	141	1
153	100	0
24	42	1
110	99	1
2744	2433	1
128	100	0
128	102	1
90	11	1
293	284	1
162	24	1
128	109	2
90	14	1
55	41	3
130	120	1
130	121	1
55	42	4
130	122	1
55	43	1
55	44	4
130	124	1
55	45	3
2214	2070	1
130	125	1
55	46	2
55	47	4
130	127	3
55	48	4
130	128	1
55	49	7
130	129	1
220	200	1
244	243	1
220	203	1
244	244	1
497	487	1
220	209	1
334	326	1
334	328	2
131	31	1
158	52	1
86	40	1
448	444	1
86	43	1
158	57	1
177	151	1
229	173	1
11	100	-1
177	155	1
382	314	1
628	604	1
231	197	1
162	33	1
128	117	3
728	606	1
244	40	1
90	25	1
55	50	11
130	130	3
55	51	18
90	28	1
55	52	17
55	53	23
55	54	26
100	47	1
55	55	36
55	56	1
55	58	1
176	100	1
383	378	1
220	214	1
220	216	1
868	798	1
705	625	1
62	1	1
424	415	1
62	2	1
62	3	2
86	54	1
62	4	2
292	247	1
62	5	1
62	6	1
62	7	2
1	10	1
86	59	2
62	8	2
177	164	1
128	121	2
630	624	1
128	123	1
128	124	2
128	125	4
128	127	2
90	32	1
127	70	1
100	50	13
14	10	284
14	11	322
14	12	565
14	13	1021
14	14	2648
14	15	35
14	16	17
844	750	1
14	17	10
14	18	5
14	19	8
310	309	1
86	60	1
86	63	1
292	256	1
86	66	1
131	59	1
86	67	1
86	69	1
177	172	1
45	11	3
177	173	1
45	13	4
45	14	1
177	176	1
45	15	4
153	137	1
45	17	3
45	18	3
45	19	1
10	1	328
10	2	540
1934	1676	1
10	3	333
10	4	1720
10	5	1180
267	256	1
10	6	1032
10	7	847
243	217	1
10	8	1472
10	9	2544
357	332	1
90	40	1
321	295	1
90	45	1
218	212	1
127	82	1
127	84	1
100	65	1
218	216	1
218	218	1
76	14	2
76	16	1
14	20	3
14	21	3
14	22	1
14	23	2
634	370	1
14	24	3
14	25	1
14	27	1
14	28	2
266	206	2
1288	1168	1
86	70	1
573	480	1
86	71	1
86	72	1
131	64	1
86	74	1
1	1	23989545
1	2	104591
86	76	3
1	3	629
292	268	1
86	77	2
1	4	349
86	78	3
45	20	2
153	140	1
1	5	28
86	79	2
1	6	18
382	341	1
45	22	2
153	142	1
1	7	7
45	23	2
205	163	1
1	8	7
45	24	1
1	9	2
45	25	2
153	146	1
45	26	2
316	21	1
153	147	1
45	28	1
2512	2284	1
153	149	1
45	29	3
496	460	1
2933	2403	1
267	266	1
28	1	15
28	2	14
28	3	21
104	100	-3
104	101	3
28	4	16
28	5	11
104	102	2
28	6	6
104	103	1
28	7	12
104	104	6
28	8	8
28	9	7
90	54	1
100	70	1
100	73	1
100	75	1
14	31	1
86	80	4
86	82	3
86	83	7
152	15	1
86	84	7
86	85	8
86	86	2
153	150	2
117	42	1
45	30	2
45	31	1
45	32	3
153	152	1
45	34	2
45	35	7
45	36	2
45	37	5
205	178	1
227	100	0
45	38	13
205	179	1
45	39	12
496	476	1
90	64	1
100	82	1
90	67	1
299	133	1
90	68	1
100	84	1
100	85	1
100	86	2
100	87	1
100	88	1
76	35	1
100	89	1
127	100	0
230	186	1
230	188	1
934	868	1
80	10	1
131	84	1
767	761	1
292	284	1
131	89	1
80	16	1
45	40	16
117	53	1
45	41	19
45	42	27
45	43	34
45	44	47
106	6	2
45	45	61
45	46	1
45	47	2
45	48	1
45	49	1
128	165	1
90	71	1
67	4	3
67	7	1
100	90	2
67	8	1
100	91	3
100	93	2
76	41	1
100	94	3
100	96	4
100	97	4
100	98	2
121	37	1
100	99	7
15	1	73
15	2	102
15	3	108
15	4	87
15	5	373
828	666	1
15	6	77
15	7	199
15	8	121
15	9	177
230	193	1
127	111	1
934	876	1
292	290	1
292	291	1
127	117	1
892	780	1
45	50	1
45	53	1
45	54	1
382	374	1
45	57	1
205	199	1
45	59	2
90	80	2
90	81	1
90	82	4
183	33	1
90	83	2
90	84	3
90	85	3
90	86	3
90	87	5
90	88	5
291	241	1
90	89	6
121	44	1
76	53	1
107	11	1
107	12	1
176	163	1
176	164	1
176	167	1
457	386	1
176	168	1
176	169	1
266	240	1
266	246	1
266	248	1
127	120	1
127	121	2
408	342	1
127	123	2
127	124	2
127	125	3
127	126	1
127	127	1
127	129	1
356	328	1
217	208	1
90	90	6
6	1	3390
6	2	25795
90	92	1
6	3	11314
6	4	9321
6	5	9796
6	6	38130
6	7	272
6	8	169
76	60	1
169	11	1
6	9	74
423	422	1
379	316	1
76	62	1
76	63	1
76	64	1
76	65	1
76	66	2
76	67	1
76	68	4
35	10	3
76	69	1
35	11	6
176	173	1
152	132	1
35	12	6
152	133	1
35	13	6
176	175	1
35	14	4
35	15	5
35	16	1
198	100	0
152	137	1
35	17	2
35	18	4
35	19	1
242	210	1
54	3	2
266	254	1
54	4	5
54	5	2
266	256	1
54	7	3
318	278	1
54	9	1
356	330	1
675	600	1
80	40	1
179	72	1
179	73	1
276	186	1
66	11	2
117	86	1
66	15	1
66	17	1
76	70	6
76	71	4
76	72	3
76	73	7
76	74	7
76	75	7
76	76	11
107	32	1
35	20	5
35	21	5
152	142	1
35	22	6
152	143	1
35	23	7
132	5	1
35	24	7
35	25	8
35	26	5
35	27	6
152	148	2
35	28	16
35	29	10
523	437	1
242	223	1
266	264	1
242	227	1
103	100	0
103	101	1
103	102	3
103	103	3
356	344	1
93	2	1
93	5	1
80	52	1
80	58	1
66	20	1
66	21	2
66	23	1
410	386	1
307	306	1
289	252	1
600	464	1
35	30	20
152	151	3
35	31	29
152	152	1
35	32	28
35	33	69
4850	4306	1
35	34	91
35	35	155
35	36	4
35	37	1
632	322	1
306	32	1
35	38	2
35	39	1
820	796	1
332	302	1
242	236	1
332	308	1
356	353	1
80	63	1
80	65	1
80	67	2
138	43	1
80	69	2
66	33	1
41	1	1
66	36	2
41	2	2
41	3	6
41	4	3
41	5	3
41	7	5
41	8	3
41	9	2
79	100	0
3025	2944	1
126	100	0
291	283	1
126	109	1
70	17	1
995	967	1
35	49	1
918	790	1
332	312	1
80	70	2
80	71	4
80	72	5
173	24	1
80	73	3
80	74	3
173	25	1
80	75	2
80	76	5
80	77	6
80	78	3
80	79	12
8	10	84
8	11	53
8	12	43
8	13	20
8	14	18
199	191	1
138	59	1
8	15	5
342	258	1
8	16	12
175	152	1
175	153	1
203	134	1
199	197	1
80	4	1
265	235	1
183	82	1
80	9	1
126	111	1
126	112	1
291	290	1
126	114	2
70	20	1
126	117	1
126	118	2
126	119	1
995	973	1
70	27	1
169	59	1
204	191	1
433	398	1
408	390	1
446	442	1
80	80	9
152	93	1
422	404	1
66	50	1
66	53	1
66	55	1
66	56	2
175	160	1
59	2	3
66	57	3
175	161	1
66	58	1
59	3	2
66	59	4
175	164	1
59	7	3
59	8	1
59	9	1
289	283	1
126	120	3
126	121	2
126	122	2
126	124	1
126	125	1
126	126	3
216	202	1
216	203	1
107	76	1
320	99	1
699	690	1
80	91	1
66	60	7
66	61	7
66	62	6
8	31	1
66	63	11
66	64	11
111	57	1
66	65	11
66	66	11
25	10	11
66	68	2
227	192	1
25	11	19
175	173	1
25	12	10
151	133	1
25	13	23
151	134	1
25	14	18
25	15	17
151	136	1
25	16	15
227	198	1
25	17	26
25	18	24
151	139	1
25	19	28
98	5	1
142	50	1
698	642	1
70	42	1
216	211	1
70	46	1
97	66	1
70	47	1
70	48	2
216	215	1
471	462	1
288	242	1
378	316	1
66	70	1
2226	2034	1
290	266	1
25	20	48
25	21	63
151	141	1
25	22	90
380	338	1
25	23	147
25	24	274
151	145	1
25	25	405
151	146	1
25	26	11
241	214	1
25	27	6
25	29	2
470	418	1
716	701	1
568	402	1
102	100	-2
102	101	4
102	102	4
102	103	1
70	50	1
97	71	1
56	10	1
70	52	1
56	11	2
46	1	4
56	12	1
70	53	2
46	2	4
46	3	1
56	13	1
70	55	3
107	91	1
97	76	1
46	5	3
70	57	3
97	77	1
46	6	2
107	92	1
56	17	3
70	58	4
46	7	3
202	100	0
70	59	1
56	19	1
107	95	1
46	9	4
107	96	1
107	98	1
107	99	3
174	134	1
288	250	1
288	255	1
288	258	1
288	259	1
87	15	1
87	16	1
149	137	1
111	74	1
290	274	1
468	408	1
697	608	1
151	150	1
778	358	1
151	151	2
25	31	1
407	362	1
70	60	2
101	11	1
70	61	1
56	20	1
97	82	2
102	117	1
70	62	3
56	21	2
97	83	3
70	63	3
70	64	8
97	84	1
56	24	1
702	605	1
70	65	7
56	25	1
70	66	6
97	86	2
56	26	1
70	67	8
97	87	5
97	88	3
70	68	8
97	89	2
70	69	16
56	28	1
56	29	1
198	189	1
288	261	1
288	264	1
288	266	2
149	140	1
288	269	2
125	100	0
149	144	1
125	103	1
651	646	1
87	25	1
290	280	1
290	281	1
60	10	1
149	147	1
149	148	1
111	85	1
60	12	1
111	86	1
125	109	2
290	286	1
380	354	1
60	15	1
25	43	1
470	431	1
241	234	1
241	239	1
955	841	1
101	20	1
70	70	10
56	30	1
97	91	3
97	92	3
658	506	1
97	93	3
445	436	1
56	33	1
97	94	9
70	75	1
702	615	1
97	95	9
91	14	1
97	96	3
56	36	2
97	97	4
150	100	0
198	194	2
198	196	2
174	157	1
288	274	1
33	1	8
33	2	9
33	3	13
33	4	2
125	110	1
33	5	5
378	348	1
33	6	3
354	308	1
33	7	5
125	113	1
111	90	2
33	8	6
331	10	1
33	9	6
125	115	1
87	37	1
111	95	1
125	118	2
111	96	1
125	119	3
60	24	1
60	25	1
111	98	2
25	50	14
60	28	1
506	330	1
60	29	1
203	192	1
380	369	1
239	237	1
203	194	1
239	239	1
203	196	1
203	199	1
407	380	1
163	5	1
56	40	1
56	41	3
91	21	1
56	42	3
56	44	2
56	45	1
56	47	2
56	48	6
56	49	12
226	181	1
248	100	0
150	119	1
174	164	1
174	166	1
111	2	1
174	169	1
111	5	1
288	281	1
569	499	1
288	286	1
378	356	1
406	336	1
354	316	1
125	121	1
125	123	1
125	124	3
125	125	2
60	31	1
60	32	3
72	2	1
60	34	3
72	3	1
60	35	1
72	4	1
60	36	2
60	37	1
173	100	0
25	61	1
470	456	1
287	227	1
584	575	1
101	40	1
91	30	1
56	50	3
56	51	8
56	52	9
56	53	11
56	54	20
251	199	1
56	55	24
56	56	35
56	58	2
174	173	2
1485	1396	1
194	33	1
125	132	1
60	40	1
60	42	1
2	10	5
215	206	1
60	43	1
2	12	1
2	14	1
60	48	3
60	49	4
831	826	1
197	162	1
20	1	34
20	2	45
20	3	31
20	4	37
20	5	26
20	6	22
20	7	24
20	8	48
20	9	28
101	51	1
148	116	1
91	42	1
56	63	1
128	76	1
15	10	163
15	11	221
15	12	284
15	13	511
15	14	917
150	135	1
15	15	2095
15	16	24
150	136	1
15	17	16
15	18	8
15	19	3
264	250	1
129	2	1
240	213	1
240	216	1
129	9	1
635	553	1
87	62	1
87	66	1
215	213	1
60	50	3
46	10	1
60	51	4
444	414	1
215	215	1
60	52	10
87	69	1
46	12	2
60	53	5
46	13	1
60	54	7
60	55	8
46	14	2
340	226	1
60	56	8
46	16	2
60	57	13
60	58	24
60	59	22
46	18	1
46	19	1
478	382	1
225	145	1
1064	926	1
101	63	1
128	86	1
149	28	1
101	69	1
150	140	2
15	20	3
150	141	1
91	59	1
15	21	6
238	206	1
15	22	2
150	143	1
15	24	4
150	146	1
150	149	2
316	282	2
264	262	1
609	505	1
240	222	1
101	100	-2
101	101	1
354	342	1
101	102	1
87	70	2
1926	1661	1
87	71	2
87	72	1
87	74	3
118	30	1
87	76	2
87	77	3
60	60	24
46	20	1
60	62	1
214	74	1
87	79	2
46	23	3
60	65	1
46	24	2
46	26	1
46	28	1
534	504	1
197	180	1
1037	1025	1
197	181	1
38	1	6
1550	1488	1
38	2	8
287	253	1
197	186	1
38	3	6
38	4	4
38	5	4
38	6	6
38	7	3
38	8	5
38	9	1
148	132	1
148	138	1
148	139	1
91	64	1
101	77	1
91	65	1
150	150	3
77	29	1
238	216	1
202	174	1
431	379	1
240	234	1
316	296	1
316	297	1
264	279	1
87	80	2
87	81	3
87	82	4
87	83	1
87	84	4
87	85	2
132	78	1
87	86	6
60	70	1
87	87	8
46	30	3
46	31	1
46	33	1
46	34	1
46	35	2
46	37	1
46	38	7
46	39	8
197	194	1
197	197	1
612	595	1
124	100	0
148	142	1
124	101	1
148	143	1
124	103	1
148	145	2
101	82	1
122	21	1
124	105	1
91	70	3
101	83	1
91	71	1
148	147	1
50	10	3
50	11	2
266	23	1
91	73	1
101	85	1
101	86	1
50	13	1
77	33	2
91	74	2
50	14	1
101	88	1
238	222	2
91	76	1
77	9	1
50	16	1
91	78	1
444	73	1
50	18	1
50	19	1
202	183	1
406	381	1
118	50	1
81	16	1
46	40	9
902	686	1
46	41	13
46	42	24
46	43	18
46	44	26
46	45	40
46	46	49
46	47	1
46	48	1
46	49	1
6288	5614	1
339	296	1
339	298	1
124	111	1
124	112	1
101	90	3
124	114	1
91	80	1
101	92	1
101	93	2
149	52	1
101	94	2
124	117	1
50	22	1
101	95	2
124	118	2
124	119	1
50	23	2
91	84	5
101	96	2
101	97	3
50	25	12
91	86	2
238	232	1
101	98	4
101	99	2
50	26	2
91	87	4
238	234	1
50	27	4
91	88	3
50	28	1
91	89	11
740	738	1
50	29	4
202	192	1
854	851	1
238	238	1
25	1	12
25	2	21
25	3	29
172	100	0
328	312	1
202	199	1
15	59	1
25	4	19
25	5	10
25	6	12
25	7	15
25	8	11
25	9	20
132	92	1
81	20	1
147	100	0
81	22	1
46	55	1
173	163	1
173	168	1
287	287	1
184	31	1
